ha	UH	ha
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
go	VV	go
.	SENT	.
no	DT	no
no	DT	no
.	SENT	.
turning	VVG	turn
.	SENT	.
around	IN	around
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
shh	NN	shh
sleeping	VVG	sleep
.	SENT	.
Daddy	NP	daddy
sleeping	VVG	sleep
.	SENT	.
fall	NN	fall
down	RB	down
.	SENT	.
fall	NN	fall
down	RB	down
.	SENT	.
ding	VVG	<unknown>
ding	VVG	<unknown>
.	SENT	.
round	NN	round
.	SENT	.
round	NN	round
.	SENT	.
round	NN	round
.	SENT	.
round	NN	round
.	SENT	.
go	VV	go
round	NN	round
.	SENT	.
color	NN	color
.	SENT	.
black	JJ	black
.	SENT	.
touch	NN	touch
.	SENT	.
do	VVP	do
n't	RB	not
kick	VV	kick
.	SENT	.
do	VV	do
n't	RB	not
kick	VV	kick
.	SENT	.
broken	VVN	break
.	SENT	.
broken	VVN	break
.	SENT	.
push	VV	push
.	SENT	.
close	VV	close
door	NN	door
.	SENT	.
close	VV	close
door	NN	door
.	SENT	.
baby	NN	baby
.	SENT	.
where	WRB	where
baby	NN	baby
.	SENT	.
close	VV	close
door	NN	door
.	SENT	.
open	JJ	open
.	SENT	.
night	NN	night
night	NN	night
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
bed	NN	bed
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
baby	NN	baby
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
night	NN	night
night	NN	night
.	SENT	.
night	NN	night
night	NN	night
.	SENT	.
byebye	NN	byebye
.	SENT	.
bye	VV	bye
.	SENT	.
fall	NN	fall
down	RB	down
.	SENT	.
careful	JJ	careful
.	SENT	.
careful	JJ	careful
.	SENT	.
hi	VV	hi
.	SENT	.
baby	NN	baby
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
can	MD	can
n't	RB	not
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
.	SENT	.
diaper	NN	diaper
on	IN	on
.	SENT	.
push	NN	push
.	SENT	.
diaper	NN	diaper
on	IN	on
.	SENT	.
diapers	NNS	diaper
.	SENT	.
diapers	NNS	diaper
.	SENT	.
dolly	RB	dolly
.	SENT	.
brush	NN	brush
the	DT	the
dolly	RB	dolly
.	SENT	.
I	PP	i
found	VVD	find
the	DT	the
brush	NN	brush
.	SENT	.
knee	NN	knee
.	SENT	.
knee	NN	knee
.	SENT	.
knee	NN	knee
.	SENT	.
knee	NN	knee
.	SENT	.
knee	NN	knee
.	SENT	.
knee	NN	knee
.	SENT	.
hurt	VVN	hurt
.	SENT	.
hurt	VVN	hurt
.	SENT	.
hurt	VVN	hurt
.	SENT	.
slipper	NN	slipper
.	SENT	.
slipper	NN	slipper
.	SENT	.
slipper	NN	slipper
.	SENT	.
brush	NN	brush
.	SENT	.
brush	NN	brush
.	SENT	.
brush	NN	brush
.	SENT	.
brush	NN	brush
.	SENT	.
nap	NN	nap
.	SENT	.
nap	NN	nap
.	SENT	.
nap	NN	nap
.	SENT	.
open	JJ	open
.	SENT	.
open	JJ	open
.	SENT	.
Daddy	NP	daddy
.	SENT	.
byebye	NN	byebye
.	SENT	.
finger	NN	finger
.	SENT	.
rest	NN	rest
.	SENT	.
rest	NN	rest
.	SENT	.
rest	NN	rest
.	SENT	.
wake	NN	wake
up	IN	up
.	SENT	.
wake	NN	wake
up	IN	up
.	SENT	.
wake	NN	wake
up	IN	up
.	SENT	.
feel	NN	feel
better	JJR	better
.	SENT	.
feel	VV	feel
better	JJR	better
.	SENT	.
feel	VV	feel
better	JJR	better
.	SENT	.
no	DT	no
.	SENT	.
lunchtime	NN	lunchtime
.	SENT	.
lunch	NN	lunch
.	SENT	.
lunch	NN	lunch
.	SENT	.
lunch	NN	lunch
.	SENT	.
lunch	NN	lunch
.	SENT	.
lunch	NN	lunch
.	SENT	.
push	VV	push
.	SENT	.
broken	VVN	break
.	SENT	.
light	NN	light
.	SENT	.
light	NN	light
.	SENT	.
push	VV	push
.	SENT	.
push	VV	push
.	SENT	.
push	VV	push
.	SENT	.
can	MD	can
n't	RB	not
push	VV	push
.	SENT	.
can	MD	can
n't	RB	not
.	SENT	.
can	MD	can
n't	RB	not
.	SENT	.
wet	JJ	wet
.	SENT	.
shoe	NN	shoe
on	IN	on
Nomi	NP	nomi
.	SENT	.
shoe	NN	shoe
onie	NN	onie
.	SENT	.
another	DT	another
shoe	NN	shoe
on	IN	on
.	SENT	.
shoe	NN	shoe
on	IN	on
.	SENT	.
shoe	NN	shoe
.	SENT	.
want	VVP	want
juice	NN	juice
.	SENT	.
knees	NNS	knee
hurt	VVN	hurt
.	SENT	.
tie	NN	tie
.	SENT	.
on	IN	on
blanket	NN	blanket
.	SENT	.
blanket	NN	blanket
over	IN	over
.	SENT	.
another	DT	another
blanket	NN	blanket
over	IN	over
.	SENT	.
pants	NNS	pant
off	IN	off
.	SENT	.
other	JJ	other
shoe	NN	shoe
.	SENT	.
other	JJ	other
shoe	NN	shoe
.	SENT	.
pants	NNS	pant
on	IN	on
.	SENT	.
off	IN	off
.	SENT	.
want	VVP	want
it	PP	it
off	IN	off
.	SENT	.
diaper	NN	diaper
.	SENT	.
yeah	UH	yeah
,	,	,
too	RB	too
.	SENT	.
off	IN	off
.	SENT	.
clothes	NNS	clothe
on	IN	on
.	SENT	.
diaper	NN	diaper
on	IN	on
.	SENT	.
diapers	NNS	diaper
on	IN	on
.	SENT	.
fix	NN	fix
it	PP	it
.	SENT	.
night	NN	night
night	NN	night
.	SENT	.
Sandy	NP	sandy
sleeping	VVG	sleep
.	SENT	.
sleeping	VVG	sleep
Sandy	NP	sandy
.	SENT	.
sleeping	VVG	sleep
Sandy	NP	sandy
.	SENT	.
I	PP	i
get	VVP	get
.	SENT	.
I	PP	i
get	VVP	get
.	SENT	.
I	PP	i
get	VVP	get
.	SENT	.
I	PP	i
get	VVP	get
.	SENT	.
ouch	NN	ouch
.	SENT	.
ouch	NN	ouch
.	SENT	.
ouch	NN	ouch
.	SENT	.
ouch	NN	ouch
.	SENT	.
lying	VVG	lie
down	RB	down
.	SENT	.
get	VV	get
up	VV	up
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
where	WRB	where
diaper	NN	diaper
?	SENT	?
do	VVP	do
n't	RB	not
fall	VV	fall
down	RB	down
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
Sandy	NP	sandy
.	SENT	.
can	MD	can
n't	RB	not
.	SENT	.
sitting	VVG	sit
down	RB	down
.	SENT	.
fall	NN	fall
over	IN	over
.	SENT	.
hi	NN	hi
.	SENT	.
hi	VV	hi
.	SENT	.
fall	NN	fall
down	RB	down
.	SENT	.
fall	NN	fall
down	RB	down
.	SENT	.
sitting	VVG	sit
down	RB	down
.	SENT	.
sittinging	VVG	<unknown>
down	RB	down
.	SENT	.
sitting	VVG	sit
down	RB	down
.	SENT	.
Georgie	NP	georgie
.	SENT	.
lap	NN	lap
.	SENT	.
pants	NNS	pant
on	IN	on
.	SENT	.
no	DT	no
clothes	NNS	clothe
on	IN	on
.	SENT	.
clothes	NNS	clothe
on	IN	on
.	SENT	.
pants	NNS	pant
on	IN	on
.	SENT	.
Georgie	NP	georgie
eating	VVG	eat
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
sheet	NN	sheet
.	SENT	.
sheet	NN	sheet
.	SENT	.
crib	NN	crib
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
big	JJ	big
.	SENT	.
laundry	NN	laundry
.	SENT	.
laundry	NN	laundry
.	SENT	.
laundry	NN	laundry
.	SENT	.
laundry	NN	laundry
.	SENT	.
clean	JJ	clean
.	SENT	.
hi	VV	hi
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
bye	VV	bye
.	SENT	.
see	VV	see
later	RB	late
.	SENT	.
dressed	VVN	dress
.	SENT	.
oh	UH	oh
.	SENT	.
no	DT	no
.	SENT	.
socks	NNS	sock
.	SENT	.
yeah	UH	yeah
.	SENT	.
bye	VV	bye
.	SENT	.
bye	VV	bye
.	SENT	.
sleeper	NN	sleeper
.	SENT	.
yeah	UH	yeah
.	SENT	.
bye	VV	bye
.	SENT	.
bye	VV	bye
.	SENT	.
another	DT	another
diaper	NN	diaper
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
bye	VV	bye
.	SENT	.
bye	VV	bye
.	SENT	.
see	VV	see
you	PP	you
later	RB	late
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
shirt	NN	shirt
.	SENT	.
no	DT	no
.	SENT	.
take	NN	take
it	PP	it
.	SENT	.
take	VV	take
it	PP	it
.	SENT	.
take	VV	take
it	PP	it
.	SENT	.
take	VV	take
it	PP	it
.	SENT	.
take	VV	take
it	PP	it
.	SENT	.
where	WRB	where
's	POS	's
diaper	NN	diaper
?	SENT	?
where	WRB	where
's	POS	's
diaper	NN	diaper
?	SENT	?
too	RB	too
.	SENT	.
blanket	NN	blanket
.	SENT	.
diaper	NN	diaper
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
lying	VVG	lie
down	RB	down
.	SENT	.
dolly	RB	dolly
.	SENT	.
hi	VV	hi
.	SENT	.
diaper	NN	diaper
.	SENT	.
diaper	NN	diaper
.	SENT	.
diaper	NN	diaper
.	SENT	.
diaper	NN	diaper
.	SENT	.
diaper	NN	diaper
on	IN	on
.	SENT	.
night	NN	night
night	NN	night
.	SENT	.
lying	VVG	lie
down	RB	down
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
blanket	NN	blanket
.	SENT	.
lie	VV	lie
down	RB	down
.	SENT	.
laying	VVG	lay
down	RB	down
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
diaper	NN	diaper
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
zipper	NN	zipper
.	SENT	.
zipper	NN	zipper
.	SENT	.
zipper	NN	zipper
.	SENT	.
zipper	NN	zipper
.	SENT	.
zip	NN	zip
it	PP	it
.	SENT	.
zip	NN	zip
up	IN	up
.	SENT	.
no	DT	no
.	SENT	.
diaper	NN	diaper
.	SENT	.
yeah	UH	yeah
.	SENT	.
diaper	NN	diaper
.	SENT	.
sleeve	NN	sleeve
.	SENT	.
wet	JJ	wet
.	SENT	.
wet	JJ	wet
.	SENT	.
soaking	VVG	soak
wet	JJ	wet
.	SENT	.
baby	NN	baby
.	SENT	.
arm	NN	arm
.	SENT	.
arm	NN	arm
.	SENT	.
want	VVP	want
this	DT	this
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
.	SENT	.
pin	NN	pin
.	SENT	.
nap	NN	nap
.	SENT	.
ready	JJ	ready
nap	NN	nap
.	SENT	.
want	VVP	want
this	DT	this
.	SENT	.
want	VVP	want
this	DT	this
.	SENT	.
good	JJ	good
.	SENT	.
good	JJ	good
.	SENT	.
good	JJ	good
.	SENT	.
like	IN	like
that	DT	that
apple	NN	apple
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
apple	NN	apple
.	SENT	.
jacket	NN	jacket
.	SENT	.
shopping	NN	shopping
.	SENT	.
I	PP	i
want	VVP	want
shop	NN	shop
.	SENT	.
shopping	NN	shopping
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
toes	NNS	toe
.	SENT	.
feet	NNS	foot
.	SENT	.
legs	NNS	leg
.	SENT	.
knees	NNS	knee
.	SENT	.
shopping	NN	shopping
.	SENT	.
jacket	NN	jacket
.	SENT	.
need	NN	need
it	PP	it
jacket	NN	jacket
.	SENT	.
like	IN	like
it	PP	it
.	SENT	.
like	IN	like
it	PP	it
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
bear	NN	bear
.	SENT	.
bear	VV	bear
dance	NN	dance
.	SENT	.
shadow	NN	shadow
.	SENT	.
baby	NN	baby
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
out	IN	out
.	SENT	.
baby	NN	baby
.	SENT	.
where	WRB	where
's	POS	's
bear	NN	bear
?	SENT	?
man	NN	man
.	SENT	.
man	NN	man
.	SENT	.
dancing	NN	dance
.	SENT	.
do	VVP	do
n't	RB	not
push	VV	push
.	SENT	.
do	VV	do
n't	RB	not
push	VV	push
.	SENT	.
do	VV	do
n't	RB	not
push	VV	push
.	SENT	.
do	VV	do
n't	RB	not
push	VV	push
.	SENT	.
,	,	,
tired	VVN	tire
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
in	IN	in
living	VVG	live
.	SENT	.
sleepy	JJ	sleepy
.	SENT	.
sleepy	JJ	sleepy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
sit	VV	sit
down	RB	down
.	SENT	.
I	PP	i
'm	VBP	be
sitting	VVG	sit
down	RB	down
.	SENT	.
I	PP	i
'm	VBP	be
sitting	VVG	sit
down	RB	down
.	SENT	.
banana	NN	banana
Mommy	NP	mommy
.	SENT	.
banana	NN	banana
.	SENT	.
sugar	NN	sugar
.	SENT	.
sugar	NN	sugar
.	SENT	.
sugar	NN	sugar
on	IN	on
.	SENT	.
around	IN	around
.	SENT	.
no	DT	no
.	SENT	.
no	DT	no
flopping	NN	flopping
around	IN	around
.	SENT	.
juice	NN	juice
.	SENT	.
juice	NN	juice
.	SENT	.
do	VVP	do
today	NN	today
.	SENT	.
Saturday	NP	saturday
.	SENT	.
Saturday	NP	saturday
.	SENT	.
taste	NN	taste
good	JJ	good
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
flower	NN	flower
.	SENT	.
more	JJR	more
flower	NN	flower
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
flower	NN	flower
.	SENT	.
lolly	RB	lolly
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
flower	NN	flower
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
flower	NN	flower
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
lolly	RB	lolly
.	SENT	.
Georgie	NP	georgie
.	SENT	.
all	DT	all
gone	VVN	go
.	SENT	.
all	DT	all
gone	VVN	go
.	SENT	.
banana	NN	banana
.	SENT	.
banana	NN	banana
.	SENT	.
more	JJR	more
apple	NN	apple
.	SENT	.
more	JJR	more
apple	NN	apple
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
I	PP	i
can	MD	can
n't	RB	not
.	SENT	.
flopping	VVG	<unknown>
around	IN	around
.	SENT	.
flopping	VVG	<unknown>
around	IN	around
.	SENT	.
I	PP	i
get	VVP	get
down	RB	down
.	SENT	.
I	PP	i
get	VVP	get
down	RB	down
.	SENT	.
get	VV	get
down	RB	down
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
where	WRB	where
's	POS	's
Daddy	NP	daddy
?	SENT	?
where	WRB	where
's	POS	's
Daddy	NP	daddy
?	SENT	?
where	WRB	where
's	POS	's
Daddy	NP	daddy
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
flopping	VVG	<unknown>
around	IN	around
.	SENT	.
get	VV	get
the	DT	the
ball	NN	ball
.	SENT	.
apple	NN	apple
.	SENT	.
apple	NN	apple
.	SENT	.
ball	NN	ball
.	SENT	.
ball	NN	ball
.	SENT	.
ball	NN	ball
.	SENT	.
bite	VV	bite
.	SENT	.
bite	VV	bite
.	SENT	.
bite	VV	bite
.	SENT	.
flower	NN	flower
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
sleeper	NN	sleeper
.	SENT	.
sleeper	NN	sleeper
.	SENT	.
sleeper	NN	sleeper
.	SENT	.
sleeper	NN	sleeper
.	SENT	.
color	NN	color
sleeper	NN	sleeper
.	SENT	.
color	NN	color
red	JJ	red
.	SENT	.
sleeper	NN	sleeper
red	JJ	red
.	SENT	.
sleeper	NN	sleeper
red	JJ	red
.	SENT	.
sleeper	NN	sleeper
red	JJ	red
.	SENT	.
sleeper	NN	sleeper
red	JJ	red
.	SENT	.
hurts	VVZ	hurt
.	SENT	.
jumping	VVG	jump
.	SENT	.
bang	NN	bang
foot	NN	foot
.	SENT	.
where	WRB	where
's	POS	's
moon	NN	moon
?	SENT	?
light	NN	light
.	SENT	.
nighttime	JJ	nighttime
.	SENT	.
sun	NN	sun
hot	JJ	hot
.	SENT	.
sun	NN	sun
.	SENT	.
sun	NN	sun
hot	JJ	hot
.	SENT	.
moon	NN	moon
cold	JJ	cold
.	SENT	.
moon	NN	moon
cold	JJ	cold
.	SENT	.
window	NN	window
open	JJ	open
.	SENT	.
window	NN	window
open	JJ	open
.	SENT	.
window	NN	window
open	JJ	open
.	SENT	.
sun	NN	sun
hot	JJ	hot
.	SENT	.
sun	NN	sun
hot	JJ	hot
.	SENT	.
sun	NN	sun
hot	JJ	hot
.	SENT	.
weak	JJ	weak
.	SENT	.
wastebasket	NN	wastebasket
.	SENT	.
there	EX	there
's	VVZ	's
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
sleeping	VVG	sleep
.	SENT	.
Mommy	NP	mommy
awake	JJ	awake
.	SENT	.
Mommy	NP	mommy
awake	JJ	awake
.	SENT	.
smile	NN	smile
.	SENT	.
smile	NN	smile
.	SENT	.
smile	NN	smile
.	SENT	.
smile	NN	smile
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
perfume	NN	perfume
.	SENT	.
Imprevue	NP	imprevue
.	SENT	.
soap	NN	soap
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
catalogue	NN	catalogue
.	SENT	.
all	DT	all
gonie	NN	gonie
.	SENT	.
breakfast	NN	breakfast
.	SENT	.
can	MD	can
n't	RB	not
.	SENT	.
ball	NN	ball
.	SENT	.
ball	NN	ball
.	SENT	.
ball	NN	ball
.	SENT	.
ball	NN	ball
.	SENT	.
banana	NN	banana
.	SENT	.
banana	NN	banana
.	SENT	.
banana	NN	banana
.	SENT	.
apple	NN	apple
.	SENT	.
foot	NN	foot
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
children	NNS	child
singing	VVG	sing
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
dolly	RB	dolly
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
moon	NN	moon
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
man	NN	man
crying	VVG	cry
.	SENT	.
smiling	VVG	smile
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
man	NN	man
crying	VVG	cry
.	SENT	.
talking	VVG	talk
.	SENT	.
lap	NN	lap
.	SENT	.
lap	NN	lap
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
seeing	VVG	see
Mikey	NP	mikey
.	SENT	.
see	VV	see
Michael	NP	michael
.	SENT	.
see	VV	see
Michael	NP	michael
.	SENT	.
see	VV	see
baby	NN	baby
.	SENT	.
yep	NN	yep
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
creepmouse	NN	creepmouse
.	SENT	.
mouse	NN	mouse
.	SENT	.
mouse	NN	mouse
tired	VVN	tire
.	SENT	.
mouse	NN	mouse
tired	VVN	tire
.	SENT	.
go	VV	go
to	TO	to
sleep	VV	sleep
.	SENT	.
kitty	NN	kitty
.	SENT	.
kitty	NN	kitty
.	SENT	.
mouse	NN	mouse
.	SENT	.
how	WRB	how
big	JJ	big
.	SENT	.
how	WRB	how
big	JJ	big
is	VBZ	be
.	SENT	.
mouse	NN	mouse
.	SENT	.
mouse	NN	mouse
too	RB	too
.	SENT	.
lolly	RB	lolly
.	SENT	.
lolly	RB	lolly
.	SENT	.
lolly	RB	lolly
.	SENT	.
hammer	NN	hammer
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
lolly	RB	lolly
.	SENT	.
lolly	JJ	lolly
ear	NN	ear
.	SENT	.
smiling	VVG	smile
.	SENT	.
lap	NN	lap
.	SENT	.
on	IN	on
foot	NN	foot
.	SENT	.
baby	NN	baby
ball	NN	ball
.	SENT	.
got	VVD	get
shoe	NN	shoe
.	SENT	.
dress	NN	dress
on	IN	on
.	SENT	.
jacket	NN	jacket
on	IN	on
.	SENT	.
shoes	NNS	shoe
on	IN	on
.	SENT	.
knees	NNS	knee
.	SENT	.
elbow	NN	elbow
.	SENT	.
elbow	NN	elbow
.	SENT	.
elbow	NN	elbow
.	SENT	.
playing	VVG	play
ball	NN	ball
.	SENT	.
peekaboo	NN	peekaboo
.	SENT	.
more	JJR	more
.	SENT	.
baby	NN	baby
hiding	VVG	hide
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
more	JJR	more
.	SENT	.
blanket	NN	blanket
bed	NN	bed
.	SENT	.
toys	NNS	toy
.	SENT	.
toys	NNS	toy
in	IN	in
room	NN	room
.	SENT	.
toys	NNS	toy
.	SENT	.
toys	NNS	toy
.	SENT	.
nice	JJ	nice
toys	NNS	toy
.	SENT	.
doggie	JJ	doggie
.	SENT	.
toy	NN	toy
doggie	JJ	doggie
.	SENT	.
point	NN	point
.	SENT	.
point	NN	point
.	SENT	.
doggie	JJ	doggie
.	SENT	.
sad	JJ	sad
.	SENT	.
hi	VV	hi
.	SENT	.
birdie	NN	birdie
.	SENT	.
birdie	NN	birdie
singing	VVG	sing
.	SENT	.
birdie	NN	birdie
's	POS	's
eating	VVG	eat
.	SENT	.
Mommy	NP	mommy
's	POS	's
arms	NNS	arm
.	SENT	.
comforting	VVG	comfort
baby	NN	baby
.	SENT	.
birdie	NN	birdie
's	POS	's
flying	VVG	fly
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
boats	NNS	boat
.	SENT	.
sailboats	NNS	sailboat
.	SENT	.
point	NN	point
.	SENT	.
hat	NN	hat
.	SENT	.
hat	NN	hat
.	SENT	.
hat	NN	hat
.	SENT	.
baby	NN	baby
.	SENT	.
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
more	JJR	more
.	SENT	.
more	JJR	more
.	SENT	.
piggie	NN	piggie
eating	VVG	eat
.	SENT	.
piggie	NN	piggie
eat	VV	eat
.	SENT	.
piggie	NN	piggie
eating	VVG	eat
.	SENT	.
piggie	NN	piggie
sleeping	VVG	sleep
.	SENT	.
piggie	NN	piggie
sleeping	VVG	sleep
.	SENT	.
eating	VVG	eat
beef	NN	beef
.	SENT	.
beef	NN	beef
.	SENT	.
eating	VVG	eat
beef	NN	beef
.	SENT	.
piggie	NN	piggie
eating	VVG	eat
beef	NN	beef
.	SENT	.
piggie	NN	piggie
beef	NN	beef
eating	VVG	eat
.	SENT	.
piggie	NN	piggie
sleeping	VVG	sleep
.	SENT	.
blanket	NN	blanket
over	IN	over
.	SENT	.
blanket	NN	blanket
over	IN	over
blanket	NN	blanket
.	SENT	.
piggie	NN	piggie
.	SENT	.
piggie	NN	piggie
crying	VVG	cry
.	SENT	.
home	NN	home
.	SENT	.
outside	IN	outside
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
say	VVP	say
house	NN	house
.	SENT	.
house	NN	house
.	SENT	.
going	VVG	go
home	NN	home
.	SENT	.
more	JJR	more
.	SENT	.
flowers	NNS	flower
.	SENT	.
flowers	NNS	flower
.	SENT	.
house	NN	house
.	SENT	.
tenne	NN	tenne
how	WRB	how
.	SENT	.
tenne	NN	tenne
how	WRB	how
.	SENT	.
how	WRB	how
.	SENT	.
how	WRB	how
.	SENT	.
tenne	NN	tenne
how	WRB	how
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadows	NNS	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
shadow	NN	shadow
.	SENT	.
oof	NN	oof
oof	NN	oof
.	SENT	.
oof	NN	oof
oof	NN	oof
.	SENT	.
woof	NN	woof
woof	NN	woof
.	SENT	.
get	VV	get
it	PP	it
.	SENT	.
get	VV	get
it	PP	it
.	SENT	.
get	VV	get
.	SENT	.
getting	VVG	get
oof	NN	oof
oof	NN	oof
.	SENT	.
getting	VVG	get
oof	NN	oof
.	SENT	.
oof	NN	oof
oof	NN	oof
.	SENT	.
get	VV	get
doggie	JJ	doggie
.	SENT	.
oof	NN	oof
oof	NN	oof
.	SENT	.
shadow	NN	shadow
.	SENT	.
get	VV	get
a	DT	a
flower	NN	flower
.	SENT	.
get	VV	get
a	DT	a
flower	NN	flower
.	SENT	.
get	VV	get
a	DT	a
flower	NN	flower
.	SENT	.
okay	JJ	okay
.	SENT	.
okay	JJ	okay
.	SENT	.
flower	NN	flower
.	SENT	.
find	VV	find
flower	NN	flower
.	SENT	.
bad	JJ	bad
.	SENT	.
comb	NN	comb
hair	NN	hair
.	SENT	.
